pan_troglodytes,gorilla_gorilla
ENSPTRG00000040442,ENSGGOG00000023464,48.9583
ENSPTRG00000009825,ENSGGOG00000025729,49.7451
ENSPTRG00000003400,ENSGGOG00000022136,48.5112
ENSPTRG00000021849,ENSGGOG00000001083,47.3388
ENSPTRG00000009824,ENSGGOG00000000118,48.7644
ENSPTRG00000019139,ENSGGOG00000006391,48.0672
ENSPTRG00000020091,ENSGGOG00000026860,49.1163
ENSPTRG00000000275,ENSGGOG00000002309,49.4505
ENSPTRG00000016883,ENSGGOG00000007800,49.5195
ENSPTRG00000013945,ENSGGOG00000012775,48.674
ENSPTRG00000019140,ENSGGOG00000001501,2.21239
ENSPTRG00000020092,ENSGGOG00000006202,49.263
ENSPTRG00000000276,ENSGGOG00000025565,48.2546
ENSPTRG00000000277,ENSGGOG00000000700,48.9669
ENSPTRG00000005874,ENSGGOG00000015649,48.6027
ENSPTRG00000009823,ENSGGOG00000014267,49.3234
ENSPTRG00000021850,ENSGGOG00000027867,47.3461
ENSPTRG00000020094,ENSGGOG00000001712,49.2208
ENSPTRG00000016880,ENSGGOG00000003361,49.0771
ENSPTRG00000016880,ENSGGOG00000003361,48.5839
ENSPTRG00000016880,ENSGGOG00000023952,49.0214
ENSPTRG00000021851,ENSGGOG00000027906,48.7179
ENSPTRG00000007711,ENSGGOG00000016587,48.3447
ENSPTRG00000000408,ENSGGOG00000014709,49.112
ENSPTRG00000023331,ENSGGOG00000026860,41.6415
ENSPTRG00000007712,ENSGGOG00000023813,49.6435
ENSPTRG00000019141,ENSGGOG00000001501,49.1863
ENSPTRG00000019141,ENSGGOG00000025865,49.2302
ENSPTRG00000019141,ENSGGOG00000022572,47.0696
ENSPTRG00000028288,ENSGGOG00000009780,37.6126
ENSPTRG00000003401,ENSGGOG00000000700,49.2658
ENSPTRG00000013946,ENSGGOG00000001407,49.0044
ENSPTRG00000021853,ENSGGOG00000008829,48.7705
ENSPTRG00000003403,ENSGGOG00000009450,48.767
ENSPTRG00000005875,ENSGGOG00000002250,48.8722
ENSPTRG00000014195,ENSGGOG00000027838,49.3141
ENSPTRG00000000278,ENSGGOG00000008039,49.9736
ENSPTRG00000016878,ENSGGOG00000006754,48.9048
ENSPTRG00000007713,ENSGGOG00000027867,46.5235
ENSPTRG00000041924,ENSGGOG00000022789,40.175
ENSPTRG00000000279,ENSGGOG00000015333,48.8238
ENSPTRG00000021919,ENSGGOG00000012299,49.1633
ENSPTRG00000007714,ENSGGOG00000023813,49.1043
ENSPTRG00000014196,ENSGGOG00000016587,49.2883
ENSPTRG00000003404,ENSGGOG00000009668,48.7527
ENSPTRG00000005876,ENSGGOG00000023977,49.854
ENSPTRG00000000280,ENSGGOG00000007745,48.418
ENSPTRG00000019144,ENSGGOG00000005224,49.6244
ENSPTRG00000005877,ENSGGOG00000003361,49.7788
ENSPTRG00000039305,ENSGGOG00000025390,51.1111
ENSPTRG00000014670,ENSGGOG00000012517,49.6233
ENSPTRG00000000282,ENSGGOG00000026459,47.5556
ENSPTRG00000000282,ENSGGOG00000022244,48.1236
ENSPTRG00000007715,ENSGGOG00000027653,48.199
ENSPTRG00000003058,ENSGGOG00000013016,49.1511
ENSPTRG00000021855,ENSGGOG00000022911,48.5564
ENSPTRG00000000283,ENSGGOG00000014261,50.009
ENSPTRG00000023539,ENSGGOG00000024272,49.1272
ENSPTRG00000000286,ENSGGOG00000008020,48.2049
ENSPTRG00000019146,ENSGGOG00000009450,48.1761
ENSPTRG00000005878,ENSGGOG00000002467,48.843
ENSPTRG00000007716,ENSGGOG00000014406,47.3882
ENSPTRG00000000287,ENSGGOG00000022262,50.8351
ENSPTRG00000000288,ENSGGOG00000028568,48.9613
ENSPTRG00000021857,ENSGGOG00000022456,47.5177
ENSPTRG00000009822,ENSGGOG00000005185,49.4498
ENSPTRG00000009822,ENSGGOG00000016534,49.4802
