pan_troglodytes,pongo_abelii
ENSPTRG00000009825,ENSPPYG00000018725,49.8407
ENSPTRG00000003400,ENSPPYG00000020679,48.5112
ENSPTRG00000021849,ENSPPYG00000020298,9.14214
ENSPTRG00000009824,ENSPPYG00000017660,48.4022
ENSPTRG00000019139,ENSPPYG00000017450,40.1681
ENSPTRG00000020091,ENSPPYG00000018823,48.6512
ENSPTRG00000000275,ENSPPYG00000019265,49.0659
ENSPTRG00000016883,ENSPPYG00000018723,49.1803
ENSPTRG00000013945,ENSPPYG00000019738,48.9327
ENSPTRG00000019140,ENSPPYG00000019768,48.0088
ENSPTRG00000020092,ENSPPYG00000018815,48.7028
ENSPTRG00000000276,ENSPPYG00000020052,47.0226
ENSPTRG00000000277,ENSPPYG00000020583,48.5537
ENSPTRG00000005874,ENSPPYG00000019137,49.4532
ENSPTRG00000009823,ENSPPYG00000020527,49.5088
ENSPTRG00000021850,ENSPPYG00000017599,47.5584
ENSPTRG00000020094,ENSPPYG00000018453,19.5862
ENSPTRG00000016880,ENSPPYG00000017927,49.2942
ENSPTRG00000016880,ENSPPYG00000018292,48.9107
ENSPTRG00000016880,ENSPPYG00000019449,48.7418
ENSPTRG00000021851,ENSPPYG00000020300,42.8205
ENSPTRG00000007711,ENSPPYG00000018885,47.1317
ENSPTRG00000000408,ENSPPYG00000019247,48.429
ENSPTRG00000023331,ENSPPYG00000020302,0.704935
ENSPTRG00000007712,ENSPPYG00000018431,49.4297
ENSPTRG00000019141,ENSPPYG00000017993,49.1863
ENSPTRG00000019141,ENSPPYG00000019704,49.1175
ENSPTRG00000019141,ENSPPYG00000017595,32.0513
ENSPTRG00000028288,ENSPPYG00000019970,39.527
ENSPTRG00000003401,ENSPPYG00000019247,47.0631
ENSPTRG00000013946,ENSPPYG00000020330,48.8101
ENSPTRG00000021853,ENSPPYG00000020304,35.2459
ENSPTRG00000003403,ENSPPYG00000018513,48.108
ENSPTRG00000005875,ENSPPYG00000019247,48.6842
ENSPTRG00000014195,ENSPPYG00000019247,47.87
ENSPTRG00000000278,ENSPPYG00000019453,49.8679
ENSPTRG00000016878,ENSPPYG00000019161,49
ENSPTRG00000007713,ENSPPYG00000020434,47.3415
ENSPTRG00000041924,ENSPPYG00000019511,39.6977
ENSPTRG00000000279,ENSPPYG00000020088,48.9395
ENSPTRG00000021919,ENSPPYG00000019247,47.9681
ENSPTRG00000007714,ENSPPYG00000018411,48.455
ENSPTRG00000014196,ENSPPYG00000018773,49.2325
ENSPTRG00000003404,ENSPPYG00000018947,49.2455
ENSPTRG00000005876,ENSPPYG00000019586,49.6416
ENSPTRG00000000280,ENSPPYG00000019830,48.4547
ENSPTRG00000019144,ENSPPYG00000017593,29.7056
ENSPTRG00000005877,ENSPPYG00000018679,48.2301
ENSPTRG00000039305,ENSPPYG00000018603,60
ENSPTRG00000014670,ENSPPYG00000019425,49.5587
ENSPTRG00000000282,ENSPPYG00000017575,46.8889
ENSPTRG00000000282,ENSPPYG00000017575,47.2406
ENSPTRG00000007715,ENSPPYG00000020012,47.8559
ENSPTRG00000003058,ENSPPYG00000018319,49.1511
ENSPTRG00000021855,ENSPPYG00000017575,45.6693
ENSPTRG00000000283,ENSPPYG00000018421,49.7394
ENSPTRG00000023539,ENSPPYG00000020306,34.2893
ENSPTRG00000000286,ENSPPYG00000020852,47.8015
ENSPTRG00000019146,ENSPPYG00000019736,48.3941
ENSPTRG00000005878,ENSPPYG00000017784,48.9104
ENSPTRG00000007716,ENSPPYG00000019630,47.1627
ENSPTRG00000000287,ENSPPYG00000019880,50.9208
ENSPTRG00000000288,ENSPPYG00000019652,48.9206
ENSPTRG00000021857,ENSPPYG00000020306,6.91489
ENSPTRG00000009822,ENSPPYG00000018561,48.2848
ENSPTRG00000009822,ENSPPYG00000019247,49.0644
