gorilla_gorilla,pongo_abelii
ENSGGOG00000022995,ENSPPYG00000018927,47.0721
ENSGGOG00000023448,ENSPPYG00000019495,48.5012
ENSGGOG00000028588,ENSPPYG00000018337,54.7619
ENSGGOG00000026777,ENSPPYG00000017575,47.8673
ENSGGOG00000026777,ENSPPYG00000017575,48.1132
ENSGGOG00000023346,ENSPPYG00000018337,53.5714
ENSGGOG00000022790,ENSPPYG00000020358,48.2696
ENSGGOG00000027861,ENSPPYG00000020330,48.7615
ENSGGOG00000016542,ENSPPYG00000019137,12.0132
ENSGGOG00000022352,ENSPPYG00000017575,45.3125
ENSGGOG00000024581,ENSPPYG00000018232,47.0711
ENSGGOG00000028460,ENSPPYG00000018137,33.8411
ENSGGOG00000025998,ENSPPYG00000019994,46.8254
ENSGGOG00000023659,ENSPPYG00000019215,46.1905
ENSGGOG00000023325,ENSPPYG00000017575,46.6667
ENSGGOG00000023080,ENSPPYG00000019169,46.2745
ENSGGOG00000022412,ENSPPYG00000019215,50
ENSGGOG00000025280,ENSPPYG00000020677,47.6852
ENSGGOG00000024808,ENSPPYG00000019946,43.824
ENSGGOG00000006353,ENSPPYG00000019576,36.864
ENSGGOG00000027138,ENSPPYG00000018939,46.5753
ENSGGOG00000001853,ENSPPYG00000018585,29.8403
ENSGGOG00000015049,ENSPPYG00000019576,36.8817
ENSGGOG00000005673,ENSPPYG00000019770,49.691
ENSGGOG00000005673,ENSPPYG00000019770,49.6335
ENSGGOG00000027133,ENSPPYG00000019994,47.0356
ENSGGOG00000011311,ENSPPYG00000019576,36.4486
ENSGGOG00000002951,ENSPPYG00000019986,7.08661
ENSGGOG00000027443,ENSPPYG00000019247,47.9408
ENSGGOG00000022005,ENSPPYG00000020914,22.2222
ENSGGOG00000027041,ENSPPYG00000020914,19.1358
ENSGGOG00000023237,ENSPPYG00000020914,22.8395
ENSGGOG00000022896,ENSPPYG00000019355,48.2993
ENSGGOG00000023474,ENSPPYG00000018469,48.5597
ENSGGOG00000008272,ENSPPYG00000019185,48.6631
ENSGGOG00000024792,ENSPPYG00000020324,47.6732
ENSGGOG00000009003,ENSPPYG00000020242,19.4836
ENSGGOG00000014581,ENSPPYG00000017575,46.7532
ENSGGOG00000003712,ENSPPYG00000019425,49.2997
ENSGGOG00000023486,ENSPPYG00000018603,80
ENSGGOG00000022690,ENSPPYG00000019479,21.8069
ENSGGOG00000022502,ENSPPYG00000019696,47.0588
ENSGGOG00000027959,ENSPPYG00000018919,47.9487
ENSGGOG00000002953,ENSPPYG00000020232,45.6876
ENSGGOG00000001882,ENSPPYG00000019061,8.02139
ENSGGOG00000001882,ENSPPYG00000019061,11.1859
ENSGGOG00000024386,ENSPPYG00000018262,48.2051
ENSGGOG00000005255,ENSPPYG00000020773,1.70604
ENSGGOG00000026390,ENSPPYG00000020060,42.705
ENSGGOG00000024465,ENSPPYG00000020916,50.5376
ENSGGOG00000022228,ENSPPYG00000020040,49.4624
ENSGGOG00000027161,ENSPPYG00000019461,44.086
ENSGGOG00000008435,ENSPPYG00000019798,46.4736
ENSGGOG00000022698,ENSPPYG00000020276,48.277
ENSGGOG00000008048,ENSPPYG00000020346,46.2462
ENSGGOG00000026812,ENSPPYG00000018278,49
ENSGGOG00000022439,ENSPPYG00000019638,48.227
ENSGGOG00000002955,ENSPPYG00000020232,44.5293
ENSGGOG00000023587,ENSPPYG00000018300,48.5459
ENSGGOG00000027089,ENSPPYG00000019247,48.248
ENSGGOG00000023983,ENSPPYG00000018921,48.0272
ENSGGOG00000026068,ENSPPYG00000017690,16.9851
ENSGGOG00000023172,ENSPPYG00000018278,49
ENSGGOG00000025390,ENSPPYG00000018719,64.5833
ENSGGOG00000027362,ENSPPYG00000020190,49.5629
