gorilla_gorilla,pan_troglodytes
ENSGGOG00000022995,ENSPTRG00000031314,47.2973
ENSGGOG00000023448,ENSPTRG00000021627,49.0392
ENSGGOG00000028588,ENSPTRG00000039305,59.5238
ENSGGOG00000026777,ENSPTRG00000039826,48.1043
ENSGGOG00000026777,ENSPTRG00000031451,49.3711
ENSGGOG00000023346,ENSPTRG00000039305,58.3333
ENSGGOG00000022790,ENSPTRG00000014080,47.9053
ENSGGOG00000027861,ENSPTRG00000016685,48.5321
ENSGGOG00000016542,ENSPTRG00000016944,48.5809
ENSGGOG00000022352,ENSPTRG00000034369,49.2188
ENSGGOG00000024581,ENSPTRG00000028731,47.4895
ENSGGOG00000028460,ENSPTRG00000019105,48.8575
ENSGGOG00000025998,ENSPTRG00000000081,45.6349
ENSGGOG00000023659,ENSPTRG00000038649,49.5238
ENSGGOG00000023325,ENSPTRG00000034369,48.0556
ENSGGOG00000023080,ENSPTRG00000031328,47.0588
ENSGGOG00000022412,ENSPTRG00000040333,50.5051
ENSGGOG00000025280,ENSPTRG00000017053,48.1481
ENSGGOG00000024808,ENSPTRG00000028760,44.1624
ENSGGOG00000006353,ENSPTRG00000003320,43.0945
ENSGGOG00000027138,ENSPTRG00000040153,46.3014
ENSGGOG00000001853,ENSPTRG00000003128,45.9082
ENSGGOG00000015049,ENSPTRG00000022836,45.4839
ENSGGOG00000005673,ENSPTRG00000003257,49.794
ENSGGOG00000005673,ENSPTRG00000007702,49.7382
ENSGGOG00000027133,ENSPTRG00000003172,47.4308
ENSGGOG00000011311,ENSPTRG00000003320,43.9252
ENSGGOG00000002951,ENSPTRG00000038829,48.294
ENSGGOG00000027443,ENSPTRG00000004634,48.9704
ENSGGOG00000022005,ENSPTRG00000040333,48.7654
ENSGGOG00000027041,ENSPTRG00000040333,48.7654
ENSGGOG00000023237,ENSPTRG00000041916,48.7654
ENSGGOG00000022896,ENSPTRG00000017695,47.9592
ENSGGOG00000023474,ENSPTRG00000019025,48.3082
ENSGGOG00000008272,ENSPTRG00000009849,48.6631
ENSGGOG00000024792,ENSPTRG00000007547,47.6732
ENSGGOG00000009003,ENSPTRG00000038816,48.5915
ENSGGOG00000014581,ENSPTRG00000019963,48.7013
ENSGGOG00000003712,ENSPTRG00000003311,49.192
ENSGGOG00000023486,ENSPTRG00000039305,90
ENSGGOG00000022690,ENSPTRG00000022785,47.0405
ENSGGOG00000022502,ENSPTRG00000032489,26.4706
ENSGGOG00000027959,ENSPTRG00000039081,46.9231
ENSGGOG00000002953,ENSPTRG00000028794,48.951
ENSGGOG00000001882,ENSPTRG00000000148,47.4332
ENSGGOG00000001882,ENSPTRG00000000148,48.058
ENSGGOG00000024386,ENSPTRG00000039081,47.4359
ENSGGOG00000005255,ENSPTRG00000003126,48.5564
ENSGGOG00000026390,ENSPTRG00000003320,45.3674
ENSGGOG00000024465,ENSPTRG00000032577,47.3118
ENSGGOG00000022228,ENSPTRG00000041367,48.9247
ENSGGOG00000027161,ENSPTRG00000022836,46.3441
ENSGGOG00000008435,ENSPTRG00000007560,47.3552
ENSGGOG00000022698,ENSPTRG00000019035,47.3986
ENSGGOG00000008048,ENSPTRG00000042377,45.9459
ENSGGOG00000026812,ENSPTRG00000031446,48.3333
ENSGGOG00000022439,ENSPTRG00000013903,46.8085
ENSGGOG00000002955,ENSPTRG00000000085,47.8372
ENSGGOG00000023587,ENSPTRG00000021851,48.9933
ENSGGOG00000027089,ENSPTRG00000021665,49.2588
ENSGGOG00000023983,ENSPTRG00000041651,48.0272
ENSGGOG00000026068,ENSPTRG00000038816,49.2569
ENSGGOG00000023172,ENSPTRG00000031446,48.3333
ENSGGOG00000025390,ENSPTRG00000039305,47.9167
ENSGGOG00000027362,ENSPTRG00000031426,3.32168
