gorilla_gorilla,macaca_mulatta
ENSGGOG00000025487,ENSMMUG00000008046,49.0501
ENSGGOG00000022995,ENSMMUG00000007583,46.8468
ENSGGOG00000023448,ENSMMUG00000016679,28.2859
ENSGGOG00000028588,ENSMMUG00000032533,55.9524
ENSGGOG00000026777,ENSMMUG00000010251,49.0521
ENSGGOG00000026777,ENSMMUG00000017277,48.7421
ENSGGOG00000023346,ENSMMUG00000032533,54.7619
ENSGGOG00000022790,ENSMMUG00000004548,46.8124
ENSGGOG00000027861,ENSMMUG00000011467,48.7156
ENSGGOG00000016542,ENSMMUG00000004150,48.2508
ENSGGOG00000022352,ENSMMUG00000004746,49.7396
ENSGGOG00000024581,ENSMMUG00000010248,48.3264
ENSGGOG00000028460,ENSMMUG00000010580,48.6942
ENSGGOG00000025998,ENSMMUG00000032454,46.8254
ENSGGOG00000023659,ENSMMUG00000018997,48.5714
ENSGGOG00000023325,ENSMMUG00000007584,48.3333
ENSGGOG00000023080,ENSMMUG00000010618,46.8627
ENSGGOG00000022412,ENSMMUG00000032334,48.4848
ENSGGOG00000025280,ENSMMUG00000032334,50
ENSGGOG00000024808,ENSMMUG00000032447,46.1929
ENSGGOG00000006353,ENSMMUG00000013213,46.1059
ENSGGOG00000027138,ENSMMUG00000009476,47.2146
ENSGGOG00000001853,ENSMMUG00000008760,47.2056
ENSGGOG00000015049,ENSMMUG00000013213,46.5591
ENSGGOG00000005673,ENSMMUG00000012702,49.1761
ENSGGOG00000005673,ENSMMUG00000012702,49.3717
ENSGGOG00000027133,ENSMMUG00000032354,35.1779
ENSGGOG00000011311,ENSMMUG00000013213,45.0675
ENSGGOG00000002951,ENSMMUG00000002729,36.4829
ENSGGOG00000027443,ENSMMUG00000017288,48.8417
ENSGGOG00000022005,ENSMMUG00000015878,50
ENSGGOG00000027041,ENSMMUG00000015878,50
ENSGGOG00000023237,ENSMMUG00000032529,50
ENSGGOG00000022896,ENSMMUG00000012073,46.9388
ENSGGOG00000023474,ENSMMUG00000019383,48.4911
ENSGGOG00000008272,ENSMMUG00000018027,47.7273
ENSGGOG00000024792,ENSMMUG00000000551,48.0869
ENSGGOG00000009003,ENSMMUG00000005351,7.98122
ENSGGOG00000014581,ENSMMUG00000008206,27.9221
ENSGGOG00000003712,ENSMMUG00000019525,49.3428
ENSGGOG00000023486,ENSMMUG00000032533,113.333
ENSGGOG00000022690,ENSMMUG00000032470,7.47664
ENSGGOG00000022502,ENSMMUG00000032491,50.4902
ENSGGOG00000027959,ENSMMUG00000007583,48.2051
ENSGGOG00000002953,ENSMMUG00000032543,48.4848
ENSGGOG00000001882,ENSMMUG00000023099,48.6096
ENSGGOG00000001882,ENSMMUG00000010580,48.6277
ENSGGOG00000024386,ENSMMUG00000032554,48.4615
ENSGGOG00000005255,ENSMMUG00000005605,4.39633
ENSGGOG00000026390,ENSMMUG00000013213,46.7519
ENSGGOG00000024465,ENSMMUG00000032547,48.3871
ENSGGOG00000022228,ENSMMUG00000004658,48.9247
ENSGGOG00000027161,ENSMMUG00000013213,47.6344
ENSGGOG00000008435,ENSMMUG00000009012,46.7254
ENSGGOG00000022698,ENSMMUG00000020066,49.4595
ENSGGOG00000008048,ENSMMUG00000010727,13.2132
ENSGGOG00000026812,ENSMMUG00000032420,2.66667
ENSGGOG00000022439,ENSMMUG00000032338,48.9362
ENSGGOG00000002955,ENSMMUG00000007583,48.0916
ENSGGOG00000023587,ENSMMUG00000012918,48.5459
ENSGGOG00000027089,ENSMMUG00000015014,49.5283
ENSGGOG00000023983,ENSMMUG00000032310,48.4354
ENSGGOG00000026068,ENSMMUG00000032555,11.8896
ENSGGOG00000023172,ENSMMUG00000032420,2.66667
ENSGGOG00000025390,ENSMMUG00000032533,62.5
ENSGGOG00000027362,ENSMMUG00000010501,49.3881
