macaca_mulatta,gorilla_gorilla
ENSMMUG00000013668,ENSGGOG00000011755,47.7119
ENSMMUG00000013668,ENSGGOG00000011755,47.5009
ENSMMUG00000013668,ENSGGOG00000025333,48.3871
ENSMMUG00000013668,ENSGGOG00000005746,48.519
ENSMMUG00000013668,ENSGGOG00000004137,47.4555
ENSMMUG00000005494,ENSGGOG00000001100,31.8075
ENSMMUG00000005494,ENSGGOG00000001100,22.9443
ENSMMUG00000005494,ENSGGOG00000024852,48.2877
ENSMMUG00000005495,ENSGGOG00000025700,48.8543
ENSMMUG00000005498,ENSGGOG00000022833,48.1278
ENSMMUG00000005498,ENSGGOG00000023870,48.0952
ENSMMUG00000005498,ENSGGOG00000015635,48.3524
ENSMMUG00000005498,ENSGGOG00000016620,47.1576
ENSMMUG00000005498,ENSGGOG00000002340,47.0588
ENSMMUG00000005501,ENSGGOG00000006271,47.7401
ENSMMUG00000005501,ENSGGOG00000016620,47.7825
ENSMMUG00000005502,ENSGGOG00000010228,49.5964
ENSMMUG00000005505,ENSGGOG00000023870,47.591
ENSMMUG00000005507,ENSGGOG00000013493,21.5508
ENSMMUG00000007739,ENSGGOG00000022517,47.983
ENSMMUG00000009015,ENSGGOG00000014406,48.6486
ENSMMUG00000009015,ENSGGOG00000025199,47.2789
ENSMMUG00000009013,ENSGGOG00000013424,47.8063
ENSMMUG00000009013,ENSGGOG00000004198,47.6625
ENSMMUG00000009012,ENSGGOG00000024808,47.5593
ENSMMUG00000009012,ENSGGOG00000024808,47.4747
ENSMMUG00000009012,ENSGGOG00000026820,46.9484
ENSMMUG00000017409,ENSGGOG00000011619,48.1132
ENSMMUG00000017277,ENSGGOG00000002206,47.0331
ENSMMUG00000017277,ENSGGOG00000002206,46.9856
ENSMMUG00000017277,ENSGGOG00000004655,47.6
ENSMMUG00000017277,ENSGGOG00000012003,47.5758
ENSMMUG00000017277,ENSGGOG00000002206,47.4335
ENSMMUG00000017277,ENSGGOG00000023080,46.4107
ENSMMUG00000017277,ENSGGOG00000028309,46.831
ENSMMUG00000017406,ENSGGOG00000025776,48.5839
ENSMMUG00000017406,ENSGGOG00000001808,48.9975
ENSMMUG00000017405,ENSGGOG00000003704,47.1748
ENSMMUG00000017405,ENSGGOG00000016620,47.4527
ENSMMUG00000015190,ENSGGOG00000028132,48.2112
ENSMMUG00000005768,ENSGGOG00000010070,49.1187
ENSMMUG00000005772,ENSGGOG00000006624,49.0109
ENSMMUG00000005772,ENSGGOG00000016873,48.9775
ENSMMUG00000010245,ENSGGOG00000001490,49.3407
ENSMMUG00000010248,ENSGGOG00000027361,18.3838
ENSMMUG00000010248,ENSGGOG00000027361,40.5797
ENSMMUG00000010248,ENSGGOG00000027361,34.715
ENSMMUG00000013590,ENSGGOG00000008275,30.6233
ENSMMUG00000014781,ENSGGOG00000010879,46.2849
ENSMMUG00000023099,ENSGGOG00000006624,47.893
ENSMMUG00000010250,ENSGGOG00000027344,47.343
ENSMMUG00000010251,ENSGGOG00000028365,48.4568
ENSMMUG00000010253,ENSGGOG00000003361,48.5459
ENSMMUG00000015095,ENSGGOG00000015649,49.5055
ENSMMUG00000015096,ENSGGOG00000007415,48.5323
ENSMMUG00000009482,ENSGGOG00000015649,48.9362
ENSMMUG00000009482,ENSGGOG00000015683,48.5224
ENSMMUG00000009476,ENSGGOG00000003617,34.4685
ENSMMUG00000032310,ENSGGOG00000025998,46.6003
ENSMMUG00000009481,ENSGGOG00000008196,48.9547
ENSMMUG00000009481,ENSGGOG00000024270,48.7907
ENSMMUG00000007162,ENSGGOG00000000224,46.8798
ENSMMUG00000007154,ENSGGOG00000009528,48.2278
ENSMMUG00000007154,ENSGGOG00000025611,49.009
ENSMMUG00000007154,ENSGGOG00000003136,48.6136
ENSMMUG00000032308,ENSGGOG00000007030,47.9827
ENSMMUG00000001662,ENSGGOG00000022101,14.9415
