macaca_mulatta,pan_troglodytes
ENSMMUG00000013668,ENSPTRG00000000238,47.5132
ENSMMUG00000013668,ENSPTRG00000031314,48.0287
ENSMMUG00000013668,ENSPTRG00000000024,47.8899
ENSMMUG00000013668,ENSPTRG00000003161,47.4555
ENSMMUG00000005494,ENSPTRG00000029472,48.8263
ENSMMUG00000005494,ENSPTRG00000028731,48.0106
ENSMMUG00000005494,ENSPTRG00000041491,49.3151
ENSMMUG00000005495,ENSPTRG00000009878,48.396
ENSMMUG00000005498,ENSPTRG00000000091,47.8524
ENSMMUG00000005498,ENSPTRG00000014115,47.8095
ENSMMUG00000005498,ENSPTRG00000003184,47.4109
ENSMMUG00000005498,ENSPTRG00000000023,48.4496
ENSMMUG00000005498,ENSPTRG00000031314,48.0392
ENSMMUG00000005501,ENSPTRG00000003184,47.3164
ENSMMUG00000005501,ENSPTRG00000028760,46.7811
ENSMMUG00000005502,ENSPTRG00000003291,49.148
ENSMMUG00000005505,ENSPTRG00000003166,47.3943
ENSMMUG00000005507,ENSPTRG00000007549,47.0945
ENSMMUG00000007739,ENSPTRG00000007558,46.603
ENSMMUG00000009015,ENSPTRG00000000047,48.5615
ENSMMUG00000009015,ENSPTRG00000003175,46.4286
ENSMMUG00000009013,ENSPTRG00000000017,47.1225
ENSMMUG00000009013,ENSPTRG00000000017,47.0177
ENSMMUG00000009012,ENSPTRG00000041651,48.1172
ENSMMUG00000009012,ENSPTRG00000007663,47.619
ENSMMUG00000009012,ENSPTRG00000039206,48.8263
ENSMMUG00000017409,ENSPTRG00000007637,48.0703
ENSMMUG00000017277,ENSPTRG00000003118,46.9844
ENSMMUG00000017277,ENSPTRG00000003118,46.8859
ENSMMUG00000017277,ENSPTRG00000007595,47.2571
ENSMMUG00000017277,ENSPTRG00000007595,47.3939
ENSMMUG00000017277,ENSPTRG00000003118,46.7681
ENSMMUG00000017277,ENSPTRG00000003389,46.4107
ENSMMUG00000017277,ENSPTRG00000013918,46.831
ENSMMUG00000017406,ENSPTRG00000039819,49.2375
ENSMMUG00000017406,ENSPTRG00000014185,48.3709
ENSMMUG00000017405,ENSPTRG00000039445,47.3062
ENSMMUG00000017405,ENSPTRG00000003174,47.5983
ENSMMUG00000015190,ENSPTRG00000028688,48.8927
ENSMMUG00000005768,ENSPTRG00000016925,48.962
ENSMMUG00000005772,ENSPTRG00000024207,48.9614
ENSMMUG00000005772,ENSPTRG00000024207,49.0286
ENSMMUG00000010245,ENSPTRG00000009831,49.0855
ENSMMUG00000010248,ENSPTRG00000021851,48.4848
ENSMMUG00000010248,ENSPTRG00000020008,48.5507
ENSMMUG00000010248,ENSPTRG00000014080,48.7047
ENSMMUG00000013590,ENSPTRG00000003128,44.2638
ENSMMUG00000014781,ENSPTRG00000028773,46.0123
ENSMMUG00000023099,ENSPTRG00000003184,47.1572
ENSMMUG00000010250,ENSPTRG00000013918,49.2754
ENSMMUG00000010251,ENSPTRG00000028815,49.0741
ENSMMUG00000010253,ENSPTRG00000000125,48.434
ENSMMUG00000015095,ENSPTRG00000022504,48.1094
ENSMMUG00000015096,ENSPTRG00000014115,48.9237
ENSMMUG00000009482,ENSPTRG00000018996,48.5225
ENSMMUG00000009482,ENSPTRG00000034312,48.999
ENSMMUG00000009476,ENSPTRG00000007672,43.7564
ENSMMUG00000032310,ENSPTRG00000007626,46.7662
ENSMMUG00000009481,ENSPTRG00000003377,48.9895
ENSMMUG00000009481,ENSPTRG00000000124,48.4753
ENSMMUG00000007162,ENSPTRG00000003121,46.7275
ENSMMUG00000007154,ENSPTRG00000007563,48.8608
ENSMMUG00000007154,ENSPTRG00000007595,48.4084
ENSMMUG00000007154,ENSPTRG00000014622,49.1055
ENSMMUG00000032308,ENSPTRG00000013869,49.0634
ENSMMUG00000001662,ENSPTRG00000003249,48.1548
