macaca_mulatta,pongo_abelii
ENSMMUG00000013668,ENSPPYG00000017985,33.8606
ENSMMUG00000013668,ENSPPYG00000017985,33.6585
ENSMMUG00000013668,ENSPPYG00000017985,34.3976
ENSMMUG00000013668,ENSPPYG00000019842,48.0287
ENSMMUG00000013668,ENSPPYG00000018955,48.2569
ENSMMUG00000013668,ENSPPYG00000019093,47.5827
ENSMMUG00000005494,ENSPPYG00000020874,23.0047
ENSMMUG00000005494,ENSPPYG00000020874,14.8541
ENSMMUG00000005494,ENSPPYG00000017575,47.6027
ENSMMUG00000005495,ENSPPYG00000019529,48.7626
ENSMMUG00000005498,ENSPPYG00000020876,16.0242
ENSMMUG00000005498,ENSPPYG00000020876,35.4286
ENSMMUG00000005498,ENSPPYG00000020876,15.6019
ENSMMUG00000005498,ENSPPYG00000020876,28.4238
ENSMMUG00000005498,ENSPPYG00000020052,47.0588
ENSMMUG00000005501,ENSPPYG00000019988,47.387
ENSMMUG00000005501,ENSPPYG00000018921,47.0672
ENSMMUG00000005502,ENSPPYG00000020878,42.1076
ENSMMUG00000005505,ENSPPYG00000020434,47.1976
ENSMMUG00000005507,ENSPPYG00000020880,10.2139
ENSMMUG00000007739,ENSPPYG00000020322,48.0892
ENSMMUG00000009015,ENSPPYG00000020882,7.89015
ENSMMUG00000009015,ENSPPYG00000020882,19.0476
ENSMMUG00000009013,ENSPPYG00000018985,47.4074
ENSMMUG00000009013,ENSPPYG00000018985,47.0177
ENSMMUG00000009012,ENSPPYG00000020884,14.0865
ENSMMUG00000009012,ENSPPYG00000020884,11.1111
ENSMMUG00000009012,ENSPPYG00000017533,47.8873
ENSMMUG00000017409,ENSPPYG00000019529,47.6415
ENSMMUG00000017277,ENSPPYG00000020886,39.8833
ENSMMUG00000017277,ENSPPYG00000020886,38.4654
ENSMMUG00000017277,ENSPPYG00000020886,39.6571
ENSMMUG00000017277,ENSPPYG00000020886,38.8485
ENSMMUG00000017277,ENSPPYG00000020886,41.2548
ENSMMUG00000017277,ENSPPYG00000019525,46.0768
ENSMMUG00000017277,ENSPPYG00000017382,45.4225
ENSMMUG00000017406,ENSPPYG00000017575,47.7124
ENSMMUG00000017406,ENSPPYG00000020735,48.6216
ENSMMUG00000017405,ENSPPYG00000020888,34.8226
ENSMMUG00000017405,ENSPPYG00000020890,32.6055
ENSMMUG00000015190,ENSPPYG00000018981,48.4952
ENSMMUG00000005768,ENSPPYG00000020892,41.0497
ENSMMUG00000005772,ENSPPYG00000018465,49.1098
ENSMMUG00000005772,ENSPPYG00000020410,49.0798
ENSMMUG00000010245,ENSPPYG00000020695,49.1422
ENSMMUG00000010248,ENSPPYG00000017919,46.6667
ENSMMUG00000010248,ENSPPYG00000017575,46.8599
ENSMMUG00000010248,ENSPPYG00000020090,48.7047
ENSMMUG00000013590,ENSPPYG00000019810,44.2638
ENSMMUG00000014781,ENSPPYG00000019988,46.2849
ENSMMUG00000023099,ENSPPYG00000020886,46.4883
ENSMMUG00000010250,ENSPPYG00000020068,49.2754
ENSMMUG00000010251,ENSPPYG00000018325,48.1481
ENSMMUG00000010253,ENSPPYG00000019944,47.7629
ENSMMUG00000015095,ENSPPYG00000020900,10.7621
ENSMMUG00000015096,ENSPPYG00000017577,48.728
ENSMMUG00000009482,ENSPPYG00000020902,3.36879
ENSMMUG00000009482,ENSPPYG00000018385,48.9037
ENSMMUG00000009476,ENSPPYG00000018945,44.6852
ENSMMUG00000032310,ENSPPYG00000019946,45.1078
ENSMMUG00000009481,ENSPPYG00000017639,48.9895
ENSMMUG00000009481,ENSPPYG00000018759,48.1598
ENSMMUG00000007162,ENSPPYG00000018415,46.9812
ENSMMUG00000007154,ENSPPYG00000019768,48.481
ENSMMUG00000007154,ENSPPYG00000019988,48.1682
ENSMMUG00000007154,ENSPPYG00000017458,49.3739
ENSMMUG00000032308,ENSPPYG00000019247,47.8386
ENSMMUG00000001662,ENSPPYG00000018127,48.1548
