pongo_abelii,pan_troglodytes
ENSPPYG00000017462,ENSPTRG00000039445,46.6165
ENSPPYG00000017462,ENSPTRG00000000023,46.6907
ENSPPYG00000017460,ENSPTRG00000028438,18.6583
ENSPPYG00000017458,ENSPTRG00000007651,46.965
ENSPPYG00000017456,ENSPTRG00000042298,48.3607
ENSPPYG00000017454,ENSPTRG00000003118,48.8383
ENSPPYG00000017452,ENSPTRG00000014595,48.1748
ENSPPYG00000017452,ENSPTRG00000003154,48.2323
ENSPPYG00000017452,ENSPTRG00000007645,47.692
ENSPPYG00000017450,ENSPTRG00000019139,48.3113
ENSPPYG00000017450,ENSPTRG00000039973,49.177
ENSPPYG00000017448,ENSPTRG00000031254,48.7455
ENSPPYG00000017446,ENSPTRG00000039081,46.841
ENSPPYG00000017444,ENSPTRG00000000158,46.717
ENSPPYG00000017442,ENSPTRG00000028760,46.8835
ENSPPYG00000017440,ENSPTRG00000031045,46.4499
ENSPPYG00000017438,ENSPTRG00000007638,48.2217
ENSPPYG00000017436,ENSPTRG00000019105,48.4584
ENSPPYG00000017434,ENSPTRG00000003184,46.3572
ENSPPYG00000017432,ENSPTRG00000018855,48.4053
ENSPPYG00000017432,ENSPTRG00000007641,48.4008
ENSPPYG00000017430,ENSPTRG00000007563,47.5758
ENSPPYG00000017428,ENSPTRG00000000133,49.1031
ENSPPYG00000017428,ENSPTRG00000000133,48.7897
ENSPPYG00000017428,ENSPTRG00000000133,48.8033
ENSPPYG00000017428,ENSPTRG00000041491,48.0159
ENSPPYG00000017428,ENSPTRG00000000017,50.1948
ENSPPYG00000017428,ENSPTRG00000003139,50.6088
ENSPPYG00000017428,ENSPTRG00000007626,48.3871
ENSPPYG00000017426,ENSPTRG00000000085,48.227
ENSPPYG00000017424,ENSPTRG00000000207,46.7253
ENSPPYG00000017422,ENSPTRG00000000047,47.5062
ENSPPYG00000017420,ENSPTRG00000003184,47.8099
ENSPPYG00000017418,ENSPTRG00000003140,47.5463
ENSPPYG00000017416,ENSPTRG00000018875,47.9414
ENSPPYG00000017414,ENSPTRG00000034540,47.138
ENSPPYG00000017412,ENSPTRG00000014062,45.9384
ENSPPYG00000017410,ENSPTRG00000039663,49.4253
ENSPPYG00000017408,ENSPTRG00000014644,48.4127
ENSPPYG00000017406,ENSPTRG00000003174,48.3039
ENSPPYG00000017404,ENSPTRG00000000017,47.2509
ENSPPYG00000017404,ENSPTRG00000007584,47.0806
ENSPPYG00000017400,ENSPTRG00000033888,46.9182
ENSPPYG00000017398,ENSPTRG00000000147,48.5937
ENSPPYG00000017396,ENSPTRG00000028292,43.4708
ENSPPYG00000017394,ENSPTRG00000022613,47.8651
ENSPPYG00000017392,ENSPTRG00000028760,47.4359
ENSPPYG00000017390,ENSPTRG00000028288,49.0993
ENSPPYG00000017388,ENSPTRG00000040891,48.2456
ENSPPYG00000017384,ENSPTRG00000013904,47.7477
ENSPPYG00000017382,ENSPTRG00000018919,46.2609
ENSPPYG00000017382,ENSPTRG00000013918,48.1982
ENSPPYG00000017382,ENSPTRG00000028288,44.1565
ENSPPYG00000017380,ENSPTRG00000041924,44.6792
ENSPPYG00000017380,ENSPTRG00000021649,49.0284
ENSPPYG00000017378,ENSPTRG00000003184,48.6607
ENSPPYG00000017376,ENSPTRG00000042089,50.1149
ENSPPYG00000017374,ENSPTRG00000034540,46.7382
ENSPPYG00000017372,ENSPTRG00000034234,47.9167
ENSPPYG00000017370,ENSPTRG00000019953,56.3218
ENSPPYG00000017368,ENSPTRG00000014591,48.5282
ENSPPYG00000017366,ENSPTRG00000003300,49.5503
ENSPPYG00000017362,ENSPTRG00000007645,47.8683
ENSPPYG00000017362,ENSPTRG00000007545,47.9292
ENSPPYG00000017360,ENSPTRG00000016672,49.2203
