pongo_abelii,macaca_mulatta
ENSPPYG00000017464,ENSMMUG00000003504,23.1884
ENSPPYG00000017462,ENSMMUG00000008760,46.3659
ENSPPYG00000017462,ENSMMUG00000017405,47.8941
ENSPPYG00000017460,ENSMMUG00000032427,49.2662
ENSPPYG00000017458,ENSMMUG00000005304,47.5309
ENSPPYG00000017456,ENSMMUG00000032435,47.2678
ENSPPYG00000017454,ENSMMUG00000007345,49.1636
ENSPPYG00000017452,ENSMMUG00000017277,47.6465
ENSPPYG00000017452,ENSMMUG00000017277,47.9798
ENSPPYG00000017452,ENSMMUG00000000286,48.4909
ENSPPYG00000017450,ENSMMUG00000009015,48.7518
ENSPPYG00000017450,ENSMMUG00000032357,48.5597
ENSPPYG00000017448,ENSMMUG00000017015,47.6703
ENSPPYG00000017446,ENSMMUG00000013607,46.841
ENSPPYG00000017444,ENSMMUG00000011485,48.3396
ENSPPYG00000017442,ENSMMUG00000008622,47.9675
ENSPPYG00000017440,ENSMMUG00000018435,47.3713
ENSPPYG00000017438,ENSMMUG00000008737,48.4698
ENSPPYG00000017436,ENSMMUG00000004336,48.7493
ENSPPYG00000017434,ENSMMUG00000005304,47.5822
ENSPPYG00000017432,ENSMMUG00000008623,48.818
ENSPPYG00000017432,ENSMMUG00000012739,47.9383
ENSPPYG00000017430,ENSMMUG00000010617,47.5325
ENSPPYG00000017428,ENSMMUG00000000319,48.9003
ENSPPYG00000017428,ENSMMUG00000000319,49.1495
ENSPPYG00000017428,ENSMMUG00000000319,48.9618
ENSPPYG00000017428,ENSMMUG00000032338,48.4127
ENSPPYG00000017428,ENSMMUG00000004553,50.4174
ENSPPYG00000017428,ENSMMUG00000003379,50.2283
ENSPPYG00000017428,ENSMMUG00000032397,48.3871
ENSPPYG00000017426,ENSMMUG00000002729,47.2813
ENSPPYG00000017424,ENSMMUG00000012739,47.3118
ENSPPYG00000017422,ENSMMUG00000010617,48.0466
ENSPPYG00000017420,ENSMMUG00000005026,48.1811
ENSPPYG00000017418,ENSMMUG00000005304,46.8375
ENSPPYG00000017416,ENSMMUG00000011420,48.4165
ENSPPYG00000017414,ENSMMUG00000009476,47.2222
ENSPPYG00000017412,ENSMMUG00000017795,48.7395
ENSPPYG00000017410,ENSMMUG00000020700,48.8779
ENSPPYG00000017408,ENSMMUG00000018157,47.3016
ENSPPYG00000017406,ENSMMUG00000007501,49.2085
ENSPPYG00000017404,ENSMMUG00000005304,47.3081
ENSPPYG00000017404,ENSMMUG00000005026,48.4109
ENSPPYG00000017400,ENSMMUG00000032465,48.239
ENSPPYG00000017398,ENSMMUG00000017277,48.4206
ENSPPYG00000017396,ENSMMUG00000012738,44.7595
ENSPPYG00000017394,ENSMMUG00000019345,49.4692
ENSPPYG00000017392,ENSMMUG00000016610,49.359
ENSPPYG00000017390,ENSMMUG00000011801,48.8684
ENSPPYG00000017388,ENSMMUG00000018480,51.7544
ENSPPYG00000017384,ENSMMUG00000032338,48.9489
ENSPPYG00000017382,ENSMMUG00000014066,46.9769
ENSPPYG00000017382,ENSMMUG00000032558,49.0991
ENSPPYG00000017382,ENSMMUG00000001258,44.2073
ENSPPYG00000017380,ENSMMUG00000020530,46.4006
ENSPPYG00000017380,ENSMMUG00000001114,48.7294
ENSPPYG00000017378,ENSMMUG00000000320,48.9796
ENSPPYG00000017376,ENSMMUG00000008206,48.9655
ENSPPYG00000017374,ENSMMUG00000009476,47.0956
ENSPPYG00000017372,ENSMMUG00000018997,49.4792
ENSPPYG00000017370,ENSMMUG00000032314,54.023
ENSPPYG00000017368,ENSMMUG00000010598,48.8465
ENSPPYG00000017366,ENSMMUG00000004321,49.5105
ENSPPYG00000017362,ENSMMUG00000000286,48.0262
ENSPPYG00000017362,ENSMMUG00000000323,47.6435
ENSPPYG00000017360,ENSMMUG00000011329,49.4463
