pongo_abelii,gorilla_gorilla
ENSPPYG00000017464,ENSGGOG00000026674,48.4472
ENSPPYG00000017462,ENSGGOG00000007261,46.3659
ENSPPYG00000017462,ENSGGOG00000007261,45.728
ENSPPYG00000017460,ENSGGOG00000022938,48.847
ENSPPYG00000017458,ENSGGOG00000002206,47.428
ENSPPYG00000017456,ENSGGOG00000002199,46.9945
ENSPPYG00000017454,ENSGGOG00000011998,49.0242
ENSPPYG00000017452,ENSGGOG00000002206,47.4063
ENSPPYG00000017452,ENSGGOG00000000304,47.5758
ENSPPYG00000017452,ENSGGOG00000004730,48.7572
ENSPPYG00000017450,ENSGGOG00000006919,47.7239
ENSPPYG00000017450,ENSGGOG00000006703,47.3251
ENSPPYG00000017448,ENSGGOG00000028050,47.8495
ENSPPYG00000017446,ENSGGOG00000026592,47.2767
ENSPPYG00000017444,ENSGGOG00000014406,47.4717
ENSPPYG00000017442,ENSGGOG00000016620,47.4255
ENSPPYG00000017440,ENSGGOG00000027138,41.084
ENSPPYG00000017438,ENSGGOG00000000700,48.3044
ENSPPYG00000017436,ENSGGOG00000004206,49.2147
ENSPPYG00000017434,ENSGGOG00000014026,47.9046
ENSPPYG00000017432,ENSGGOG00000014406,48.6679
ENSPPYG00000017432,ENSGGOG00000001501,49.0173
ENSPPYG00000017430,ENSGGOG00000003587,47.8355
ENSPPYG00000017428,ENSGGOG00000015536,48.9471
ENSPPYG00000017428,ENSGGOG00000015536,48.9369
ENSPPYG00000017428,ENSGGOG00000015536,48.8508
ENSPPYG00000017428,ENSGGOG00000022246,48.4127
ENSPPYG00000017428,ENSGGOG00000010019,49.4157
ENSPPYG00000017428,ENSGGOG00000027808,49.6195
ENSPPYG00000017428,ENSGGOG00000028365,48.3871
ENSPPYG00000017426,ENSGGOG00000022131,47.5177
ENSPPYG00000017424,ENSGGOG00000008275,47.5073
ENSPPYG00000017422,ENSGGOG00000009528,47.714
ENSPPYG00000017420,ENSGGOG00000004181,47.5872
ENSPPYG00000017418,ENSGGOG00000001083,47.6554
ENSPPYG00000017416,ENSGGOG00000014406,48.2581
ENSPPYG00000017414,ENSGGOG00000026899,48.1481
ENSPPYG00000017412,ENSGGOG00000009956,48.7395
ENSPPYG00000017410,ENSGGOG00000027744,48.8779
ENSPPYG00000017408,ENSGGOG00000007942,47.3016
ENSPPYG00000017406,ENSGGOG00000027794,48.3039
ENSPPYG00000017404,ENSGGOG00000011619,47.3654
ENSPPYG00000017404,ENSGGOG00000003700,47.8197
ENSPPYG00000017400,ENSGGOG00000002509,48.0503
ENSPPYG00000017398,ENSGGOG00000003136,48.5937
ENSPPYG00000017396,ENSGGOG00000022789,44.244
ENSPPYG00000017394,ENSGGOG00000022698,49.021
ENSPPYG00000017392,ENSGGOG00000016620,48.2051
ENSPPYG00000017390,ENSGGOG00000026860,49.1455
ENSPPYG00000017388,ENSGGOG00000027052,50
ENSPPYG00000017384,ENSGGOG00000026988,48.048
ENSPPYG00000017382,ENSGGOG00000009671,47.9316
ENSPPYG00000017382,ENSGGOG00000027262,48.6486
ENSPPYG00000017382,ENSGGOG00000009671,44.1057
ENSPPYG00000017380,ENSGGOG00000022789,43.1925
ENSPPYG00000017380,ENSGGOG00000007376,46.1883
ENSPPYG00000017378,ENSGGOG00000012346,48.9796
ENSPPYG00000017376,ENSGGOG00000022048,46.2069
ENSPPYG00000017374,ENSGGOG00000023823,47.0956
ENSPPYG00000017372,ENSGGOG00000024170,47.9167
ENSPPYG00000017370,ENSGGOG00000027804,51.7241
ENSPPYG00000017368,ENSGGOG00000014406,48.8067
ENSPPYG00000017366,ENSGGOG00000011755,48.81
ENSPPYG00000017362,ENSGGOG00000023813,48.5676
ENSPPYG00000017362,ENSGGOG00000024915,48.2434
ENSPPYG00000017360,ENSGGOG00000004730,49.3333
